clean_tweet,Sentiment
justru ekspektasi buat siswa gemulai dimasukin sesuai realitanya tentaranya normal luar area jadi bahaya,Negatif
kamu pengen berhenti mainmain nih sedang memberikan nasihat siswa masuk lembang bandung barat pagi pukul wib senin,Netral
ntar kalau represif mau tanggung jawab mendidik nakal keterlaluan oke lah kalau semua lah,Negatif
waktu siswa tawuran bacokbacokan korban jiwa dikomen malah melanggar hukum kirim siswa lah kok malah rame komen kayak gitu,Positif
kirim laporan biar dikirim senin,Netral
momen memantau anakanak dimasukkan,Netral
tak pelajar siap kirim warga sering buat onar berkelakuan buruk masyarakat,Netral
tahu apa cowokcowok wajib korea selatan aja tetap kelakuannya kayak babi sekolah bermasalah tuh bagiannya guru bk bukan langsung direfer psikolog,Negatif
kamu mah mending ikut aja,Netral
setuju pisan pak barudak anakanak zaman sekarang tuh terlalu manja kalau jadi salamet jeung nyanghareupan kahirupanana selamat kuat hadapi hidup,Positif
ungkap mekanisme kriteria hingga siswa bermasalah masuk,Netral
lebih banyak ga worth it nya ikut kader bentak doang ngapain mending langsung ngajuin diri buat dimasukin awkwkwkwk,Netral
gue warga jabar kebijakan cuma buat heboh doang kirim nakal lah vasektomi jadi syarat bansos lah masalahnya diselesaikan akar cuma permukaan aja,Negatif
kpai buta hati jadi objek pembinaan anakanak remaja adik kakaknya jangan ajarin ngirim bawah umur harusnya malu,Negatif
dedy perlu masuk ikut,Netral
iyaa lihat oren isinya kayak seragam ormas zumba satpam camo indo core takutnya malah jadi kayak bokem mau masuk,Netral
sindir elit komnas ham soal sekolah masuk,Netral
berencana kirim siswa nakal gus ipul perlu dikaji,Netral
udah dibilang next rk kalau rk semua masalah solusinya taman nah kalau solusinya samasama ngasih solusi cuma permukaan,Negatif
anti masukin nakal buat dididik disiplin cinta tanah air sama memuja singapura korsel sdmnya unggul lewat wamil ironis,Negatif
ternyata efektif programnya anakanak jadi lebih nurut sama orang tuanya dikasih ancaman bakal dikirim,Positif
doakan anakanak hasil didikan jadi hebat membanggakan tinjau dong gizinya cukup,Netral
gue heran bagian ruang tni or langsung indonesia gelap soal militerisasi bagian anakanak dikirim malah banyak dukung penuh padahal pendidikan jadi terdampak,Negatif
loh pembinaan lewat orang tua pendekatan nonmiliter buat nurunin kenakalan remaja masa kirim siswa literasi sih,Positif
mungkin oversimplifying sih kalau bahas sekalian bahas sistem hukuman dunia beyond penjara menarik,Negatif
setujukah kalian statement pak dasco terkait kebijakan kirim siswa nakal dikaji ulang,Netral
tenaaaaang banyak fans bidji bakal support kebijakan ntar kepanggil masuk overglorify kayak bermensch,Negatif
asal lo tau bukan cuma cutecute doang malah kayak bokem masuk kelakuan,Netral
tadi pagi sekilas lihat mojitv bahasan sekolah nakal disekolahkan kayaknya salah satu pemicunya geram kenakalan remaja termasuk maraknya geng motor,Netral
mantap kpai komnas ham silakan protes bukan cuma soal nakal jawa barat membuka kemungkinan menggembleng siswa bermasalah ala,Positif
bangga hari dijadikan momentum pendidikan tingkat kedisiplinannya tinggi pendidikan dinilai efektif,Netral
alasan kirim siswa pelajar nakal,Netral
apa dilakukan benar paling cocok solusi jangka pendek bukan jangka panjang,Positif
ditanya soal payung hukum koordinasi kpai jawab keputusan orang tua menyerahkan anaknya,Netral
pak kirim yatifa cs pelanggaran tetap bikin gaduh,Netral
menarik tadinya sepakat baca lebih lanjut sadar solusi sebenarnya terdengar mudah padahal eksekusinya sesederhana,Negatif
bukan cuma nakal bakal kirim siswa gemulai bukan cuma soal kenakalan pembentukan disiplin,Netral
ruang kritik yg mana nanya kapasitas mengurusi bermasalah gak terjawab nanya bukti konkret sukses ngurusi bermasalah gak terjawab malah bajer tantrum,Negatif
gue tantangin fans bidji nunjukin mana sukses beneran ngubah bermasalah jadi baik kalau gak jangan cuma nyerang kritik,Negatif
terjun langsung pelepasan bermasalah resimen berbicara orang tua sanggup urus anaknya,Netral
kalau bukan vq coachnya udah dilaporin dkm kali biar masuk soalnya kelakuannya sungguhsungguh gak sopan rebahan kipaskipas doang,Netral
ga semua siswa dikirim lihat dulu konteksnya anakanak dikirim dianggap berani melakukan tindakan kriminal kebetulan jabar daerah kasus tawurannya banyak termasuk bodebek,Positif
coba kayak dimasukin ala,Netral
udah liat postingannya yg,Netral
meninjau pendidikan bela negara tni polri purwakarta,Netral
bukan cuma nakal jabar berencana menggembleng siswa gemulai ala beberapa mulai dididik sejak mei,Netral
metode edukasi semacam tulang lunakanakanak butuh tantangan punya potensi tinggal diarahkan patriotisme kemanusiaan,Positif
gak yakin bandel masuk langsung tobat kadang malah jadi makin jumawa lihat ormas aja kadang kayak kecil,Negatif
bukan fans biasanya masuk bukan cuma soal latihan fisik justru jadi bentuk penyiksaan gak didampingi benar,Negatif
terus gubernurnya diem aja padahal fansnya rame menghujat kebijakan pendidikan eh ternyata dianggap panutan justru punya solusi konkret bukan cuma omong kosong kayak begal geng motor,Positif
alasan kirim pelajar smp sulit diatur sekolah keluarga,Netral
gini bang kalau dimasukin polisi penjara malah makin rusak mending masukin edukasi bukan berarti dijadikan tentara,Positif
nakal kemarin masukin lebih arah disiplin disuruh bersihin kamar mandi sanksi sosial lainnya,Netral
susah bgt kak kalau orang cuma baca judul padahal bilang kegiatan keagamaan tanam akhlak orang ngetweet gak riset dulu asal ngomong aja,Positif
jadi bridging mau masukin bandel dilatih katanya sih biar gak ngerokok minum berantem kalau dibandingin ngelakuin serupa,Positif
kan ga latihan bilang dibawa anakanak kondisi mabuk punya potensi masuk penjara mati jalan tawuran,Positif
kontra sama kebijakan jawa barat coba cek videonya inilah alasan sekolah tawuran dimasukin barakkarena meregang nyawa,Positif
bukan cuman gimmick semata momen jabar tunjukin siswa bandel langsung dikirim,Positif
motif utama mengirim bukan cuma disiplin motif jilat atasankarena big bossnya eks jadi cocok cari perlindungan politik,Negatif
gw dapet info profesional kalau butuh bantuan gratisan minta bukan berarti semua usulan diterima mentahmentah bermasalah jangan asal dimasukin pertimbangan matang,Negatif
pokoknya dibela nyamain sekolah nerima perbedaan pendapat aja gak mau ketawain aja deh mulyono julid jatuhnya,Negatif
harusnya siswa sering tawuran mabuk dibiarin aja warga x seneng lihat begituan gimana sih malah dikirim kan jadinya banyak kontra,Negatif
bikin label nakal aja udah ketauan kalo jajarannya gak paham kok dikira memperbaiki psikologi bermasalah,Negatif
jabar tengah melaksanakan mengirim tawuran video pengumumannya dimulai mendirikan narasi orang tua murid setuju lisan tertulis memancing keluar jelas ketidakmampuan,Positif
suasana belajar baru tahun,Positif
jabar pembinaan terlibat kenakalan remaja memasukkan tujuannya membentuk kedisiplinan tanggung jawab lewat pelatihan ala,Positif
mantan siswa pernah tidur apel pagi lapangan makan porsi kuli aula makan tentara setuju gebrakan programnya cukup efektif melatih mental disiplin by the way gak setuju uda pernah tidur kan iya kan,Positif
masak cuma nakal yg dikirim orang dewasa yg bikin tanah longsor memakan korban jiwa wilayah jawa barat gak sekalian dikirim,Netral
sebenarnya yg layak dibawa didik coba orang jawa barat melihat gubenur norak arogan ku giring ramai pantaslah otoriter klau klo jadi pemimpin,Negatif
himbauan kpai berpengaruh jadi segera masuk tindakan dilakukan kirim kpai mendukung kirim semua anggota kpai,Positif
randomable deny cagur ovj mana tinggal pilih,Netral
go indonesia tunjukkan sdm mundur wujud netizen tolak hujat,Positif
kan sekarang si taim lg deket sama apa ga sekalian aja gitu yah masukin si taim pak,Netral
masuk kalo ngejabat pas sma,Netral
jg lg bikin gratis,Netral
mungkin maksudnya baik mendidik preman kirim kalau pondok kan biaya sedikit,Positif
iya harusnya cocok jadi presiden aniess bukan yg suka naro nakal,Negatif
pak rafi ketakutan mau dibawa,Netral
perlu masukin selesai dirinya sendiri,Negatif
ide pelaku kriminal kirim riset darimana coba bukannya tobat malah tambah jago merasa makin keren negara mana gak pembinaan pelaku kriminal,Negatif
lucu liat survei kepuasan padahal kerjanya cuma nyebur got duit pribadi joget marah pemutihan pajak masukin bocah doang gubenur dki yg kebijakannya strategis kesehatan pendidikan fasum fasos transportasi mala,Negatif
siswa ojek lembang ghost rider,Netral
mau edukasi ngelihat bentuk rasnya sih india negara yg dunia sendiri kalo org indo ngikutin ginian mending dikirim jg lah,Positif
sih dilaporin biar dimasukin barang,Netral
rocky gerung bilang konyol membahas soal sekolah kebangsaan pendidikan menurutnya latih otaknya bukan bawa bagaimana pendapatmu tulis kolom komentar,Negatif
fenomena menarik terjadi warga sumatera selatan rela datang jauh jauh jawa barat bertemu tujuan bukan alasan meminta mengikuti digagas,Positif
survei indikator hari kepemimpinan masyarakat setuju atas kebijakan kebijakan terkait banyak mulai study tour hingga sekolah bagaimana pendapatmu puas kebijakan,Positif
yaelah biarkan kau masuk sama mau,Netral
orang tua pelajar oki tempuh jam bandung titipkan,Positif
sebut kirim orang ngasih minum anaknya susu liter per hari,Positif
tuh mulyono soon to be gue sampe debat sama bibi gue soal masukin bermasalah lulusan pendidikan gue jelas ga setuju cuma solusi asbun,Negatif
mahasiswa yg gagal kuliah amerika masuk,Positif
bilang biar bawa lasih senjata kirim papua biar lawan opm nih bocah biar tau rasanya nangis kencing darah kebiri opm,Positif
ujian seleksi masuk,Netral
gak sih gebuk kepala orang gak bakal dilaporin kan aku takut disuruh masuk,Netral
kpai sibuk ngurus kalau ngurus ginian gak spotlightnya,Negatif
lah kan emng akar masalahnya udh temukan pak melarang sd smp memakai handphone trigger lebih disiplin ga kayak wamil korea kok wkwk parah kamu pak pantesan dapet suara cuma,Positif
pak mending nih aura angkut dah nyebelin bgt,Netral
orangorang suka diaturatur hidupnya pejabat menganggap pejabat lebih tau butuhkan vasektomi ga ngerti nurut percayalah dianggep keren kalo kinerja sebagus terus bukan ga mungkin one day jadi capres,Negatif
dibalik layar ternyata melibatkan ahli grafalogi membaca emosinal dimasukan pendidikan,Positif
lapor bawa,Netral
lapor kak biar dibawa udah susah mah bader bngt,Netral
pak emyu angkut aja biar musim depan cageur bageur bener singer pinter,Netral
enggak soal disuruh,Netral
yg disurvei ibu ibu tak nakal yg dikirim biasa pengangguran jabar penonton setia channel yt cukup tuh jumlah respondennya mahasiswa ui itb unpad uin disurvei gak gak berani nanya,Negatif
bang kalo daerah jakbar panggil aja masukin,Netral
kebijakan mengirim siswa seakan terobsesi membuat kebijakan pendekatan kali menerapkan jam malam buat pelajar,Positif
coba dikirim,Netral
kpai luar biasa bertanggungjawab ngurus kenakalan parah bila berhenti mengirim siswa pemprov jawa barat dprd provinsi jawa barat pikiran rakyat dpr ri,Positif
awas aje loe yg ikutan fanwar gue lapor biar loe,Netral
kirim mabuk mabukan hingga tawuran khofifah bukan nakal,Positif
i still believe every policy have nothing to do with the central govt policy bikin karna keresahan nya tawuran antar yg tdk kunjung ditanggulangi pihak yg terlibat kpai dpr udah turun grassroot sejak lama,Positif
wow siswa bandel berubah jadi percaya diri tertib habis digembleng salut buat bikin tawuran cium tangan ibunya bangga banget cuma hari bikin perubahan luar biasa bro cocok nih buat inspirasi,Positif
jawa barat mengancam pelaku perusakan rumput gbla dimasukkan ranah pidana proses pidana solusi sekalian hatur nuhun tulis instagram,Positif
terus emang cukup anggaran apbd nya sing rasional atuh bapa,Negatif
dianggap merusak fasilitas lapangan mulai menggunting jala gawang hingga mencabut rumput lapangan mengancam menyeret pelakunya ranah pidana memasukkannya nah kirakira sahabat gimana nih,Positif
bobotoh rusak rumput gbla pidana,Netral
stadion gbla dirusak perusakan rumput jaring gawang stadion gelora bandung lautan api gbla oknum suporter membuat jawa barat kesal persib persibjuara bobotoh gbla gelorabandunglautanapi bandung ifllzr d,Netral
suatu titik menjadi rekan bisnis dr berbagai proyek perbaikan mental dgn anggaran dr apbn semakin membesar upaya merangkul militermiliterisasi sipil dr bs jadi mengincar dukungan tni utk karier politiknya d masa depan,Negatif
hp terossssss awas kalau main hp teros dimasukin sama,Netral
masukkan bersama nakalnya eddan eddanlah,Netral
apa dibawa ranah agama utk bikin rusuh aja pdhl wkt bawa bermasalah pernah nyebut agama mah loe aja yg emang pengen bikin ribut,Netral
taufikdamas pak yai gus stakof ijin berpendapat pernah santri pernah diklat bagus mengubah karakter seseorang catatan istiqomah implementasinya kalau berpotensi sombong lapangan,Positif
model bupati klo jabar bs masukin sm,Negatif
anakogi mana nehyg treak melanggar hak klo masukkan yg laksanakan,Negatif
momen alumni sekolah perubahan sikapnya disorot teman ggw nof lewat tribunnews,Positif
bikin baik pingin naksl nih biar ngerasain serunya siswa bravo,Positif
laporin suruh masuk bupati nyabiar dididik lgi mental karakter kepemimpinannya,Negatif
jelema gelo lama lama gue panggil biar dimasukin,Negatif
kebetulan tadi sempat ketangkep pagi dijemput dibawa mohon bantuannya,Netral
simamaung ulah hayang aya perpisahan bisi diasupkeun ka ku,Negatif
fetish anjir jadilah yg biasa biasa,Negatif
mana sini siagian mau gw aduin biar angkut,Negatif
orangorang suka ngatain sok inggris sekalian dimasukkin aja ga sih,Netral
malas didik solusinya lempar aja hari makin banyak berita lewat terus,Positif
dulu dianggap nakal kini berubah jadi pribadi lebih baik rajin ibadah disiplin penuh semangat pengalaman benar benar mengubah cara pandangnya kehidupan tanggung jawab siswa video editor,Positif
prokontra,Netral
skrg mana mana bikin,Negatif
pimpinan dprd kota bekasi sebut kebijakan masukkan siswa nakal pas,Negatif
gerindra min dong sampaikan abah aing nih guru begini pantesnya dipecat masukin,Negatif
paling cocok buat menetralisir energinya spy menjd yg positif dicontoh jawa barat by sdh nunjukan hasil,Positif
jadi inget cina sebuah lembaga khusus bertugas menangani masalah bandel susah diatur bahkan sampe adu mulut hingga fisik si bakal dikirim buat didisiplinkan terinspirasi situ,Positif
jadi cara cara apa menggembleng pelajar remaja soalnya bilang cara dangkal menangani masalah,Negatif
bawa aku dong aku menyerahkan diri sepenuh hati jiwa ragaaa,Positif
kabarnya mau dimasukin aja ngab sama,Negatif
ga tau bang banyak aneh akhir akhir sama kebijakan kirim ribut padahal punya yah demen malah berterimkasih aneh sih jalan desa ga mampu kebijakan desa ambil jadi tanggungan provinsi ribut aneh bantu malah rame hmmm,Positif
regenerasinya malah main geng geng an standing motor jalan gimana mau jadi generasi emas itupun untung untungan kalo ga bawa busur nembak orang harusnya walkot makassar ikuti kayak gini dimasukin,Positif
coba sebutin kerja nya real bermanfaat vaksetomi kocak lo liat noh transum bogor sekitarnya mau diambil alih gub jakarta mana,Negatif
family center beda pendekatannya memanusiakan nakal bener bagusnya bikin family center bukan dilempar,Negatif
buset makin kelihatan dongoknya elu wajib sama membangun karakter nasionalisme kedisiplinan ikut durasinya malah lebih lama ala otak kadrun sungsang kek lu emang mustahil mengerti kek bgini,Negatif
orang benci mending masukin,Positif
wajib disamain sama ngirim nakal menunjukkan otak fans sama otak fans mulyono,Negatif
lulusan,Netral
kalian mencatat melakukan kebaikan negeri dibutuhkan mental tangguh hati ikhlas banget kata sedang mengkonfirmasi kemelut kontroversi siswa suatu kan paham negeri terlalu banyak teori penyair bacot,Positif
mana langsung otw gak sih,Netral
terus kalau kalah penggantinya lebih baik dr lagian kan cuman pilihan giliran membuat politik sebelah langsung membuat yg pikir lebih baik kalau pakai cara halus lawan politik merekomendasi kan dibolak balik aja trus,Negatif
wait family centre samain tolol bangethehehehe kebetulan heheheh tolol bela,Negatif
disa gue gulingguling stop gak penjara penjara halo sipir kalo halo tni siapapun bawa disa,Negatif
sederhana ajah sih kalo nakal jadi berubah perilaku buruknya masuk peluang buat sjw provokator menghasut generasi muda jadi semakin tertutup plus peluang next pilgub pilpres jadi terbuka lebar,Positif
alhamdulillah deh kalau dimasukin sekolah kecantikan aku mau banget malah dipanggilin terus dimasukin aku gak mau kaa,Negatif
manusia terbodoh kpai bicara tantang coba klu berani adu gagasan kpai ambil orang didik cara kpai rbu dididik sesuai cara jadi jangan cuma gagasan wacana kpai laksanakan dasar goblok lu kpai,Negatif
naturalisasi jawa barat aja bocah biar dibawa belajar disiplin menghargai orang,Positif
alasan siswa jawa barat betah terbukti sukses,Positif
pak cewek cewek kayak gini daerah jabar ditangkap dimasukin,Positif
pernah masuk pelatihan perubahan karakter sesuai diinginkan lebih setuju,Positif
sekalian bikin pelatihan pejabat nakal dikirim,Positif
gw jadi mikir perlu banget buat benahin remaja sikapnya kek kintil ngebahayain jiwa orang anjj,Negatif
yaampun sorry udah titik baca jadi gara gara kebanyakan berita,Netral
fenomena bocil takut beneran anjir aku menyaksikan bocil lg ngomongin katanya kalo main hp terus dikirim sama pa,Negatif
waktu smk pas acara ldks dibawa sama persis kaya adain tempatnya mental bener bener diajar abis abisan monangis mana tempatnya diatas bukit jalan kaki tidur ga nyenyak tidur amben makan diwaktu sampe lari larian,Positif
siapapun ngedukung programnya buat masukin murid nakal coba gue tanya pernah belajar ppkn kan pas sma pelajaran wajib kok gue kontra kalo lu dukung beliau sih sama aja lu melanggengkan adanya intervensi c,Negatif
kalau misalkan buat kebijakan barayaoi instead of i will be his devoted buzzer,Negatif
gue setuju sih sama nya tetep dibina gak cuma semata masuk lihat aja video nya diajarin ngaji harinya berkembang salut sih sama,Positif
suka chat selamat pagi bu pak doang lalu diam aja gak lanjutannya gue laporin dijemput masuk,Netral
udah kabar kek gini kalau mu gak juara musti bilangin nih noh pemain mu bawa aja,Netral
posisi sini banget mendorong orangtua aktif kerja sama guru psikolog bukannya auto lepas tangan dilempar diawasi sipil mah lepas tanggung jawab bedanya sm orangtua salah ngirim ponpes doang diawasi,Negatif
efek tukar guling proyek sekolah nakal dikirim ogah nuntut kodam amp milih nanggung biaya korban dgn apbd dana pribadi whatever lah,Negatif
coba sangkuriang masuk,Positif
masukin aja dahhh,Positif
yaman katanya mau bawa sma ki,Netral
trump bertemu mungkin tawaran bantuan tentara as bantu,Positif
semakin bersinar pencitraannya menuju presiden,Positif
solusinya mbg gibran solusinya ai solusinya kirim bangsa macam apa,Negatif
sombongnya pemimpin daerah punya sendiri berdasar kultur masyarakat pemikiran pemimpinnya kalau aku sih setuju banget maksa biilang sombong mau pakai sama lu ga punya nalar aja,Positif
bukan dikirim dilakukan begini langkah pemprov dki tangani siswa bermasalah,Negatif
solusi cewe ngambek titipin masuk,Netral
terus tawuran bukan islam shalawat jadi ga efektif bagusan ide,Positif
gada paling tepat masukan tni profesional membina mental karakter menjadi kesatria gausah malu mengikuti kebijakan,Positif
aja kak nyicip programnya,Positif
rafathar lapor mama gigi mandi kirim dedimulyadi jabar bandung rafathar beritaviral,Netral
sosok sofiyah emak emak skakmat ono surono soal masuk tetangga pelapor,Netral
slogan apapun masalahnya solusinya,Netral
be like harta tahta,Netral
cantika lu mau dijemput teh novi mau gue aduin biar dibawa,Netral
siswa masuk bukan disiksa dibimbing jalan benar semoga alumni pendidikan jadi sukses berubah jadi lebih baik,Positif
kunjungi bersama kak seto terkejut apa,Netral
kak seto pendidikan karakter gagasan tak langgar hak,Positif
alasan tak tertulis memasukan nakal nakal identik keberanian meskipun salah mempunyai mental keras beberapa orang keberanian kenakalan digunakan membela negara,Netral
tolol ngaco omongannya sama kayak sesembahannya si nabi palsu nakal negara maju ditangani dgn pendekatan psikologis bukan ditaruh beberapa negara maju mengenal wamil berlaku semua noviyantiumar goblok amp tolol,Negatif
nyali dpr verrel bramasta ditantang didik siswa luar kini ledek buah kd,Negatif
sendiri membuat anaknya broken home harusnya wajib dikirim malah dijadikan dprd,Negatif
bilang kalau sekarang zaman berubah kak seto perubahan cara hidup sangat berbeda dulu bahagia kak kalau sekarang semua berat,Netral
kalo gw sih suka terserah dibilang mirip jkw kalo gak suka terus jadi gak suka semuanya aneh aja terus kayaknya orang dasarnya gak suka mirip jkw semuanya salah keknya,Positif
respon kalian bagaimana masukin dijadikan konten ngorek keluarga setega cuan konten,Negatif
mulai juni warga jabar pembuat onar hingga tukang mabuk bakal dijebloskan,Positif
kabur pesantren terus masuk kemungkinan pesantren stress mungkin bully temennya seniornya krn pengawasan,Negatif
dukung asal temukan fufufafa paling nakal paling kurang ajar sama orangtua prabowo dimasukan,Positif
bukan cuma nakal bakal kirim siswa gemulai beginilah respon siswa gemulai,Negatif
kak seto beri semangat sekolah kunjungan dodik bela negara,Positif
sejumlah tampak terharu usai laksanakan informasi lebih lanjut kunjungi website,Positif
solusi dimasukkan dilakukan netral melihat perilaku remaja usia sekolah sangat prihatin sikap mental spiritual ilmu pengetahuan miris sekolahnya pake bayar mahal,Negatif
bisi ku,Netral
masukin kaskes,Negatif
dihukum sporter yg perdamaian sepakbola maju tercoreng bawa,Positif
belakangan ramai kalangan netizen pro kontra kebijakan jabar mengirim anakanak nakal mendapatkan pendidikan banyak menuding pendidikan cocok diterapkan,Negatif
hahahahaha wamil seminggu aja ka kirim udh nyidam bgt mau liat johnny pake baju,Netral
ala utk bandel kayaknya lebih pas buat,Positif
ekstrim sih terinspirasi pembentukan,Netral
kasihan kaga tau arti identik otentik km bolos sekolah ntar gue kasi tau biar elu masuk,Negatif
ui ditelpon disuruh masuk biar tegap posturnya,Netral
ajak warga datang gasibu besok kegiatan libatkan siswa alumni binaan,Positif
infoin aja kak biar masukin,Netral
nah maksud gak setuju kebijakan nakal dimasukkan alim nakal mau kalau dilatih dibarak seragam loreng makan bergizi latihan fisik leadership,Negatif
loh dikirim,Netral
semua kini ikutikutan latah niru dikitdikit kirim kalau jaksa yg nakal langsung diberikan sanksi sesuai dng tingkat pelanggaran jaminan keluar jadi lebih baik,Positif
dimasukin,Netral
kehidupan pratama arhan mulai disorot kini sang mertua berani bersua mengungkap kelakuan dianggap kurang baik melaporkan dikirim,Netral
artinya cara selama mampu menyerap merata semua jabar jadi gak salah meluncurkan pendidikan karakter selama gak pernah usilin bekerja sekarang ganggu artinya iri hati,Positif
baik malah perdebatkan jawa barat menanggapi tegas temua kpai terkait dugaan intimidasi pelajar,Positif
kesaksian guru finlandia mengenai yg dikirim dedimulyadi,Netral
sindir kpai jangan sibuk ngebahas dibina inijabar,Negatif
jawa barat akrab disapa menghadiri upacara rangka menyambut hari kebangkitan nasional mei diadakan gasibu kota bandung mengajak remaja sedang berada,Positif
kabarnya kirim sales capai target,Negatif
datang sekolah buat kagum orang tua perubahan signifikan bilang programnya tetap bulan seminggu sekali tetap dipanggil monitoring bagaimana pendapatmu tulis kolom komentar,Positif
teori aksi dulu sekolah guru bk bimbingan konseling siswa nakal suka tawuran kekerasan aja banyak udah paling realistis kebijakan dididik langsung sama itungitung wajib,Positif
kirain anies baswedan yg mau dimasukin ala,Negatif
bagus kalo ikut,Positif
tawuran lalu diperkosa ayahnya predator menyiksa jalanan memakai narkoba situ kpai purapura buta tuli nakal dimasukkan langsung disalahkan padahal usulan perbaikan mental,Negatif
bener usul begini didik aja masuk,Positif
keluar terlibat tawuran dihukum lebih berat melarang pelajar membawa sepeda motor tepat banyak pelajar punya sim kadang pakai helm ugalugalan berbahaya,Positif
salah satu ide patut didukung membina anakanak nakal dibina ditempa lebih baik,Positif
suruh ikut aja nih orang tengilnya emang bangke,Negatif
bjir beneran udah mulai dong mobilisasi tawuran bulan cuk bulan,Negatif
sering menggusur pedagang bangun trotoar jalur pejalan kaki lalu bilang menambah sekolah selaras aturan zona pendidikan akhirnya bilang nakal biar semuanya selaras,Positif
tepat memasukan bermasalah tepat jawa barat punya mengerti permasalahan warganya,Positif
preman hidup jawa barat memasukkan nakal tersebut kalau keluar tetap dipantau sewaktuwaktu digerakkan bela negara,Positif
langkah berani jabar memasukkan siswa nakal menjadi solusi membentuk disiplin tanggung jawab rasa hormat sering hilang ruang kelas pengawasan kuat,Positif
merujuk jawa barat wacananya wajib siswa sma bermasalah tawuran balap liar kebijakan bagian gerakan jabar manunggal bertujuan menanamkan disiplin melalui pelatihan,Positif
masukkan penjara kata,Netral
haters bilang tawuran dibimbing psikolog jangan langsung dimasukkan,Negatif
depok masuk wilayah jabar semoga titipkan terjadi depok,Positif
kalau jabar sama dibawa,Netral
solusi bermasalah generasi boomer dilempar pesantren dilempar masalahnya diatasi sama sekali penting gimmick,Negatif
keren nih sekolah disiplin basis anakanak tawuran malas sekolah melawan orang tua anakanak tersebut dibina kabupaten purwakarta memulai dicanangkan jabar,Positif
dukung mengirimkan nakal bukan sertamerta mendidik membentuk visi hidup membangun karakter menjauhkan konten tiktok terus,Positif
lucu banget anying liat konten siswa nakal udah dimasukin,Negatif
topik paling banyak diberitakan mencakup jawa barat aura cinta jabar vasektomi isu pengiriman siswa usulan vasektomi bansos memicu polemik luas mencerminkan kebijakan kontroversial,Netral
modelan bocil lah dimaksud dimasukkan menjadi sampah masyarakat beban keluarga,Positif
keren bapak mengantar pelajar khusus masuk markas resimen armed purwakarta ikuti pendidikan karakter banyak teori banyak omong langsung eksekusi satset terima kasih om zen,Positif
baru jabar siswa bermasalah disekolahkan mulai mei setuju gak sama komentar bawah,Netral
ngirim bermasalah kata aslam mending kirim gulag aja pak,Negatif
kurang spesifik bermasalah banyak jenis kondisinya tawuran bully bahkan adhd dibilang bermasalah adhd kan gak semua bermasalah filter dulu psikolog kalo psikolog kesulitan baru,Negatif
dibuat tindakan prefentif sekolah nyerah ortunya abai mungkin sama prilakunya masyarskat banyak abaikan pemda didik bimbingan mental disiplin,Positif
nakal keluarga berantakan orang tua cerai kurang pengasuhan orang tua kemiskinan solusinya ajaib menurutku kalo bolehlah kalo solusinya,Negatif
seru satu sisi kebijakan menghilangkan wisuda pendidikan dasar emang udah bener sih satu sisi masukin bermasalah sih yah kayak gak ngerti psikologi ajah,Negatif
jadi mau bikin kebijakan nakal buat dimasukin selama bulan kebijakan ga mikir to say the least lepas tanggung jawab tambal sulam masalah masalah baru akar masalah kenakalan remaja ga diidentifikasi,Negatif
